barcode,sales_date,product_description,quantity_sold
4800575130166,07/06/2023 15:41,ALASKA CONDENSADA 168ML,36
4800361409537,07/06/2023 15:42,NESTLE All-Purpose Cream,40
4800575130166,07/06/2023 15:42,ALASKA CONDENSADA 168ML,36
26,07/06/2023 15:57,26,26
4800194104968,07/06/2023 15:57,OISHI PRAWN SPICY 26g LS,6.25
4807770273711,07/06/2023 15:57,PANCIT CANTON SWEET SPICY,28.5
4809011681507,07/06/2023 15:57,BOY BAWANG BARBEQUE 90G,19
4807770272097,07/06/2023 15:57,LUCKY ME SPICY BEEF,19
B5,07/06/2023 16:02,ASST BREAD RETAIL 5,20
4800361339186,07/06/2023 16:02,NESCAFE CLASSIC Refill 23g,21
40329055,07/06/2023 16:35,CAMEL CIG,107
C18,07/06/2023 16:35,CURLS ASST 18,92.5
4800129110163,07/06/2023 16:35,ICED GEM,72
4800016113024,07/06/2023 16:35,DEWBERRY BLUEBERRIES & CREAM,72
48044295,07/06/2023 16:35,MARLBORO RED 20'S,310
B10,07/06/2023 16:41,ASST BREAD 10S,50
4800056191013,07/06/2023 16:45,OK CHEESE 200G,44
125,07/06/2023 16:45,125,125
65,07/06/2023 16:45,65,65
65,07/06/2023 16:46,65,65
4806516762441,07/06/2023 16:55,JERSEY COND BUKO 390G,108
26,07/06/2023 16:59,26,26
4807770100611,07/06/2023 17:01,BINGO COOKIE  DOUBLE CHOCO,58.5
4800361381246,07/06/2023 17:10,MILO ACTIV-GO Winner 300g,98
8996001350836,07/06/2023 17:10,WAFELLO CHOCO 53.5G,22
4800523443201,07/06/2023 17:10,CHOCOCHUM 32G,28
35,07/06/2023 17:13,35,35
25,07/06/2023 17:13,25,50
4801288820504,07/06/2023 17:13,HAPPY COTTON 40G,20
4800361015165,07/06/2023 17:19,NESTL? Low Fat Milk 1L,104
8998666001702,07/06/2023 17:20,KOPIKO BLACK TP,114
4800010012019,07/06/2023 17:42,GT GRANULES 100G SUP 100GX24,76
4800377100565,07/06/2023 17:42,ESPERMA CANDLE NO. 16,40
4800631681311,07/06/2023 17:42,BOY BAWANG LECHON MANOK 100G,19
55,07/06/2023 17:42,55,55
4800047840272,07/06/2023 17:44,ZONROX LEMON 500ML,25
4902430453028,07/06/2023 17:45,DOWNY SF LIQ 670ML,157
4800166142325,07/06/2023 17:46,STICK O CHOCO JR,66
65,07/06/2023 17:52,65,65
4800194116084,07/06/2023 17:52,RIBBED CRACKLING 26g XS LS,6.25
4800016138560,07/06/2023 17:52,GG TORTILLOS CHEESE 25gX100,7.25
4800523222103,07/06/2023 17:52,CHEEZ IT HAM 25g,6.5
4800016661006,07/06/2023 17:52,ROLLER COASTER CHEDDAR 24gx100,14.5
4806525943527,07/06/2023 17:52,TP MELON LITRO,18
4800194152327,07/06/2023 17:52,PILLOWS UBE 38g,8
4800016551598,07/06/2023 18:05,NISSIN RAMEN SEAFOOD 55GX72,28
8996001410981,07/06/2023 18:05,KOPIKO LOW ACID HANGER,70
750515017450,07/06/2023 18:07,FITA CRACKER,56
4801958410004,07/06/2023 18:07,TASTY BOY  67G,12.5
C18,07/06/2023 18:17,CURLS ASST 18,18.5
48044295,07/06/2023 18:19,MARLBORO RED 20'S,155
BROWN,07/06/2023 18:30,BROWN 225G,39.5
M COKE,07/06/2023 18:30,COKE MISMO,192
4800361339186,07/06/2023 18:30,NESCAFE CLASSIC Refill 23g,42
40329055,07/06/2023 18:30,CAMEL CIG,107
4800575370302,07/06/2023 18:34,COWBELL CONDENSADA 300ML,42
4805885172004,07/06/2023 18:37,RENO LIVER BIG,57
4800110069227,07/06/2023 18:38,FIESTA SWEET COMBO,135
48041812,07/06/2023 18:38,MIGHTY GREEN FLIPTOP,126
4806525943763,07/06/2023 18:51,TP PINEAPPLE LITRO,36
4800092330490,07/06/2023 18:51,DRAGON SID,18.5
4800194188203,07/06/2023 18:51,KIREI SPICY 20G,18.75
731126104043,07/06/2023 18:51,NAGARAYA GARLIC 40G,22
4800092331114,07/06/2023 18:51,MILKEE POLVORON 5G,18
C18,07/06/2023 18:51,CURLS ASST 18,18.5
4800194116084,07/06/2023 19:00,RIBBED CRACKLING 26g XS LS,12.5
26,07/06/2023 19:02,26,26
K12,07/06/2023 19:11,KAPE/MILK/OTHER BEVERAGE,24
K3,07/06/2023 19:11,KAPE/MILK/OTHER BEVERAGE,9
4800249010091,07/06/2023 19:11,SAN MARINO CHILI CORNED TUNA 100,30.5
BROWN,07/06/2023 19:11,BROWN 225G,19.75
4800888139283,07/06/2023 19:22,CREAMSILK HAIR FALL 11ML BY12,37
4800888194268,07/06/2023 19:22,SUNSILK STRONG BY 12,35
4809011681095,07/06/2023 19:22,BOY BAWANG ADOBO 100G,19
TP9,07/06/2023 19:23,TOOTHPASTE RETAIL 9,18
120,07/06/2023 19:30,120,120
48044165,08/06/2023 08:41,CHESTERFIELD ORIGINAL RED,107
95509433,08/06/2023 08:51,Marlboro Black FT20s,155
LIPA,08/06/2023 08:58,LIPA PABORITA BY 10,60
748485401492,08/06/2023 09:32,BIRCHTREE FORTIFIED 33G by 8,74
4800575370302,08/06/2023 09:36,COWBELL CONDENSADA 300ML,42
48044165,08/06/2023 09:37,CHESTERFIELD ORIGINAL RED,107
48043717,08/06/2023 09:37,FORTUNE WHITE,126
750515018488,08/06/2023 09:39,SKYFLAKES PLAIN 24,131
10,08/06/2023 09:40,10,10
32,08/06/2023 09:41,32,32
4800365671268,08/06/2023 09:42,SNACKERS NACHOS CHEESE 500G,76
4800361410892,08/06/2023 09:43,BEAR BRAND Powdered Milk Drink 300g,124
4800016082962,08/06/2023 10:17,Magic Chips Cheese 30gx100,14.5
4802288815125,08/06/2023 10:17,HAPPY PANTS XXL12,112
4800194153225,08/06/2023 10:17,BREAD PAN CHEESE 24g LS,12.5
4800092110030,08/06/2023 10:21,REBISCO CHOCO SANDWICH,56
4800575425026,08/06/2023 10:21,KREMTOP COFFEE CREAMER 170G,48
4804888019590,08/06/2023 10:21,BROWN SUGAR 900G,79
4800523443201,08/06/2023 10:22,CHOCOCHUM 32G,7
10,08/06/2023 10:26,10,10
305,08/06/2023 10:29,305,305
4806522670488,08/06/2023 10:34,COCO FRUIT JELLY,22
4800361393232,08/06/2023 10:34,NESTLE COFFEE MATE 220G,74
4809013044331,08/06/2023 10:34,BAWANG NA BAWANG PLAIN DOS,18.5
4804888019538,08/06/2023 10:36,WHITE SUGAR 950G,87
35,08/06/2023 10:42,35,35
6903244670548,08/06/2023 10:50,HEARTTEX TISSUE 50 SHEETS,30
4800047841712,08/06/2023 11:05,ZONROX COLORSAFE 450ML,38
4800047840272,08/06/2023 11:05,ZONROX LEMON 500ML,25
MPS8,08/06/2023 11:13,MDEW PESPI 7UP MRNDA 8OZ ASST,350
C6,08/06/2023 11:16,CURLS ASST 6.50,13
40329055,08/06/2023 11:27,CAMEL CIG,107
MPS8,08/06/2023 11:43,MDEW PESPI 7UP MRNDA 8OZ ASST,175
SM22,08/06/2023 11:49,KNORR SINIGANG  22G RETAIL,30
4800047840265,08/06/2023 12:19,ZONROX LEMON 1 LITER,41
4800888151827,08/06/2023 12:19,SURF PWD KAL 57G BY6,78
4801958391105,08/06/2023 12:22,CRISPY FRY SPICY 1KG,35
4801958390108,08/06/2023 12:22,CRISPY FRY ORIG 62g,52.5
4809011168053,08/06/2023 12:22,BOSTON PAMINTA DUROG,43
748485150079,08/06/2023 12:30,COCO MAMA GATA 200ML,33
20,08/06/2023 12:50,20,20
10,08/06/2023 12:50,10,10
40,08/06/2023 13:11,40,40
48044172,08/06/2023 13:23,Chester Field,107
40,08/06/2023 13:26,40,80
E30,08/06/2023 13:27,EGG 1 TRAY,210
8,08/06/2023 13:36,8,24
11,08/06/2023 13:36,11,22
8,08/06/2023 13:36,8,8
STRAW,08/06/2023 14:14,STRAW SOFTDRINKS,18
4800361410892,08/06/2023 14:15,BEAR BRAND Powdered Milk Drink 300g,124
4800153151248,08/06/2023 14:38,BONAMIL 350G,237
748485401508,08/06/2023 14:39,BIRCHTREE POWDER 300G,0
10,08/06/2023 14:40,10,0
9,08/06/2023 14:40,9,9
37,08/06/2023 14:40,37,37
4902430177597,08/06/2023 14:41,PERLA LAUNDRY BAR WHITE,50
4902430698658,08/06/2023 14:41,HEAD AND SHOULDERS BY 12,81
40,08/06/2023 14:44,40,40
4800365671268,08/06/2023 15:36,SNACKERS NACHOS CHEESE 500G,76
4800092110511,08/06/2023 15:53,HANSEL MILK,57
SC6,08/06/2023 15:53,SHAMPOO/CONDITIONER RETAIL ASST,26
K12,08/06/2023 15:53,KAPE/MILK/OTHER BEVERAGE,72
4800361344951,08/06/2023 15:58,TWINPOPS Orange 32x75ml,46
14809011294803,08/06/2023 16:06,KOOLERS APPLE JUICE,80
14809011294797,08/06/2023 16:06,KOOLERS ORANGE JUICE,80
27,08/06/2023 16:12,27,27
4800016079559,08/06/2023 16:12,HELLO COATED CHOCOLATE,51
K11,08/06/2023 16:12,KAPE/MILK/OTHER BEVERAGE,55
K12,08/06/2023 16:12,KAPE/MILK/OTHER BEVERAGE,48
4800523220284,08/06/2023 16:12,MOBY CHOCO 25g,13
9555513203017,08/06/2023 16:13,JERSEY EVAPORATED 370ML,30
4806516761888,08/06/2023 16:13,JERSEY COND MILK 390G,84
4808647020094,08/06/2023 16:14,EDEN PLAIN 165G,57
35,08/06/2023 16:19,35,35
4800016644504,08/06/2023 16:20,PIATTOS CHEESE85gx50,34
4800194136648,08/06/2023 16:20,FISHDA KROPECK 22g LS,6.25
4800092661167,08/06/2023 16:20,CHOCO MUCHO COOKIES &CREAM BOX 30G,75
4800092660641,08/06/2023 16:20,CHOCO MUCHO CHOCO BOX 33,75
4800194180184,08/06/2023 16:27,FISHDA KROPEK 80G,21
8853002303110,08/06/2023 16:28,DUTCHMILL MIXEDFRUIT 90ML,0
16,08/06/2023 16:28,16,32
4806011812047,08/06/2023 16:41,SUPER Q GOLDEN BIHON 500G,123
4806506313998,08/06/2023 16:49,CHERUB WIPES 80S,99
748485400143,08/06/2023 17:09,PLUS KING ORANGE 250ml,93
85,08/06/2023 17:10,85,85
10,08/06/2023 17:10,10,10
4800016012365,08/06/2023 17:10,GT PREMIUM STICK BAG,58
4902430583183,08/06/2023 17:10,ARIEL POWDER FLORAL BY6,86
4902430583169,08/06/2023 17:11,ARIEL PWD SFRESH 76G BY6,86
4800016081132,08/06/2023 17:12,MAGIC FLAVORS CHEESE 10G,53
4807770101502,08/06/2023 17:12,BREADSTICK NISSIN,57
4800092771446,08/06/2023 17:18,FUNKY SPAGHETTI,12
4800194104777,08/06/2023 17:18,POTATO FRIES CHEESE 21g LS,12.5
4800194153683,08/06/2023 17:18,BREAD PAN BUTTERED 24g LS,12
4800194104029,08/06/2023 17:18,POTATO FRIES KETCHUP 21g LS,12.5
4800194104968,08/06/2023 17:18,OISHI PRAWN SPICY 26g LS,12.5
4800092330490,08/06/2023 17:18,DRAGON SID,18.5
C6,08/06/2023 17:18,CURLS ASST 6.50,13
4800092772214,08/06/2023 17:19,CRISS CROSS CHEESE,12
4800523441955,08/06/2023 17:19,LOADED CHOCO 32g,16
4800016661006,08/06/2023 17:19,ROLLER COASTER CHEDDAR 24gx100,14.5
4800016138560,08/06/2023 17:19,GG TORTILLOS CHEESE 25gX100,14.5
4800216120013,08/06/2023 17:19,CLOVER CHIPS CHEESE,14
4800016641008,08/06/2023 17:20,CHIPPY CHILI &amp; CHEESE 30gx100,0
4806517042009,08/06/2023 17:23,GOYA MILK CHOCOLATE 35G,44
10,08/06/2023 17:23,10,20
4808887300260,08/06/2023 17:31,TJ REGULAR 1KG,195
18,08/06/2023 17:32,18,36
26,08/06/2023 17:32,26,26
4902430222891,08/06/2023 17:33,SAFEGUARD WHITE 175G,67
4800361413992,08/06/2023 17:33,NESCAFE Creamy Latte Twin Pack by 10,120
4807770273698,08/06/2023 17:33,PANCIT CANTON CHILIMANSI,28.5
4807770273711,08/06/2023 17:33,PANCIT CANTON SWEET SPICY,28.5
4806011900010,08/06/2023 17:42,FIDEL SALT 1KG,30
748485401508,08/06/2023 17:52,BIRCHTREE POWDER 300G,94
4806500807226,08/06/2023 18:00,MAGIC DRI CLOTH M10,69
748485800233,08/06/2023 18:01,ARGENTINA MEATLOAF 170G,25
4800010009767,08/06/2023 18:01,GT GRANULES BP 25GX48,21
748485401591,08/06/2023 18:01,BIRCHTREE FORTIFIED 150G,49.5
B5,08/06/2023 18:02,ASST BREAD RETAIL 5,40
7,08/06/2023 18:03,7,7
65,08/06/2023 18:21,65,65
4800575130166,08/06/2023 18:22,ALASKA CONDENSADA 168ML,36
4800575141100,08/06/2023 18:22,COWBELL EVAPORADA 370ML,30
BS18,08/06/2023 18:22,BODY SOAP ASST,20
4800249006636,08/06/2023 18:24,SAN MARINO CHILI CORNED TUNA 150G,39.5
4807770270017,08/06/2023 18:24,LUCKY ME BEEF 55G,26.25
K12,08/06/2023 18:24,KAPE/MILK/OTHER BEVERAGE,24
SC7,08/06/2023 18:24,SHAMPOO/CONDITIONER 7 ASST RETAIL,14
P15,08/06/2023 18:24,POWDER RETAIL ASST 15,60
4800094045132,08/06/2023 18:34,MINOLA COCO OIL 1L,210
748485100401,08/06/2023 18:34,CENTURY TUNA FLAKES 155G,70
4808887010077,08/06/2023 18:34,PUREFOODS CORNED BEEF 150G,72
748485102245,08/06/2023 18:34,CENTURY TUNA FLAKES 95G,26
4800092110528,08/06/2023 18:34,HANSEL CHOCO,57
4807770273674,08/06/2023 18:34,PANCIT CANTON KALAMANSI,28.5
4800194104869,08/06/2023 18:34,CRISPY PATATA 25g LS,6.25
4806506319716,08/06/2023 18:43,LAMPEIN MINI PACK SMALL 4S,25
4806502359709,08/06/2023 18:43,TISYU,12.5
4800092660146,08/06/2023 18:43,JUMPEE MILK,14
4800092660047,08/06/2023 18:43,JUMPEE CHOCO,14
4800523441955,08/06/2023 18:43,LOADED CHOCO 32g,16
4800014701049,08/06/2023 18:44,ABSOLUTE 8L,90
4806534190004,08/06/2023 18:45,DS Double Chocolate Vanilla 100 ml,31
4802288803085,08/06/2023 18:49,CARE ADULT L10,176
26,08/06/2023 18:50,26,52
B5,08/06/2023 18:58,ASST BREAD RETAIL 5,20
40329055,08/06/2023 19:02,CAMEL CIG,107
O,08/06/2023 19:02,OIL RETAIL,24
8998666001726,08/06/2023 19:03,KOPIKO BLANCA TP,60
5,08/06/2023 19:03,5,10
4800163443043,08/06/2023 19:03,LIGO GREEN,97
4806506318863,08/06/2023 19:04,SISTERS NET SIDE NIGHT 8,56
4800523220802,09/06/2023 08:30,MOBY CARAMEL 25G,13
4800016082962,09/06/2023 08:30,Magic Chips Cheese 30gx100,14.5
4800194116466,09/06/2023 08:30,PILLOWS CHOCOLATE 38g,16
4800194104869,09/06/2023 08:31,CRISPY PATATA 25g LS,25
4800216122215,09/06/2023 08:31,CLOVER CHIPS CHILI 24G,14
4800194104029,09/06/2023 08:31,POTATO FRIES KETCHUP 21g LS,12.5
4800523441955,09/06/2023 08:31,LOADED CHOCO 32g,16
K17,09/06/2023 08:37,KAPE/MILK/OTHER BEVERAGE,34
4800523441955,09/06/2023 08:37,LOADED CHOCO 32g,40
4800216122215,09/06/2023 08:37,CLOVER CHIPS CHILI 24G,35
4800040211253,09/06/2023 08:37,FLAT TOPS 30S,50
4800014700004,09/06/2023 08:38,ABSOLUTE 6L,79
4800024015884,09/06/2023 08:54,DM TIDBITS 432g,120
48044318,09/06/2023 09:36,MARLBORO CRAFTED RED,126
4902430344876,09/06/2023 09:56,DOWNY ANTIBAC 25ML BY6,72
4800361390804,09/06/2023 09:56,NESTLE COFFEE-MATE  150g,54
4804888019545,09/06/2023 09:56,WASHED SUGAR 225G,20.25
4800888157614,09/06/2023 09:56,SURF FABCON BFRESH BY 6,33
B5,09/06/2023 09:57,ASST BREAD RETAIL 5,15
19,09/06/2023 10:20,ASST/RETAIL 19,19
40329055,09/06/2023 10:24,CAMEL CIG,107
4800047840036,09/06/2023 10:50,ZONROX ORIGINAL 250ML,15
4804888019583,09/06/2023 10:50,BROWN SUGAR 450G,39.5
4902430411530,09/06/2023 10:50,TIDE BAR W/ DOWNY 125G,13.75
4902430884013,09/06/2023 10:50,TIDE GBLOOM POWDER BY 6+1,87
4804888019552,09/06/2023 10:50,WASHED SUGAR 450G,40.5
8850007371403,09/06/2023 10:50,MODESS MAXI WINGS 8S,37
BS18,09/06/2023 10:50,BODY SOAP ASST,60
24,09/06/2023 10:51,24,48
8997035600010,09/06/2023 10:54,POCARI SWEAT PET 350ML,76
4800361379373,09/06/2023 11:00,BEAR BRAND Adult Plus 300g,149
4800047840036,09/06/2023 11:00,ZONROX ORIGINAL 250ML,15
P15,09/06/2023 11:00,POWDER RETAIL ASST 15,30
20,09/06/2023 11:01,20,20
20,09/06/2023 11:10,20,20
4800016079559,09/06/2023 11:54,HELLO COATED CHOCOLATE,51
4806506703904,09/06/2023 11:54,FROSTY ICE POP,23
4806020497310,09/06/2023 11:54,SPEED BLUE 380G,21
4800888199133,09/06/2023 11:54,SURF PWD PURPLE 65G BY6,39
48044189,09/06/2023 12:21,Philip Green 20's,145
10,09/06/2023 12:23,10,20
20,09/06/2023 12:31,20,20
10,09/06/2023 12:56,10,10
4800365881087,09/06/2023 13:01,SD BROWNIE BITES 200G,45
JTOCCINO,09/06/2023 13:06,JOSHUA TOCCINO 250G,114
10,09/06/2023 13:08,10,10
4806504719600,09/06/2023 13:15,MEGA GREEN BY 5 SAVE,105
4800092116544,09/06/2023 13:15,CHOCO MUCHO COOKIE WHITE BISC 33,70
4800092110115,09/06/2023 13:15,BRAVO,56
4,09/06/2023 13:17,4,4
4806507622020,09/06/2023 13:24,WHIP IT,40
4800818808906,09/06/2023 13:55,POTCHI STRAWBERRY 50S,36
4809014826073,09/06/2023 13:55,GUMMY WORMS PACK,25
4800361419642,09/06/2023 13:57,MAGIC SARAP 16PCS,63
4801234134426,09/06/2023 13:57,BAYGON  KATOL 12S,22
48042772,09/06/2023 14:11,Marlboro Blue FT20s,155
4032900145211,09/06/2023 14:11,MIGHTY BLACK,107
4800361393232,09/06/2023 14:42,NESTLE COFFEE MATE 220G,74
40329055,09/06/2023 14:57,CAMEL CIG,107
48044295,09/06/2023 14:57,MARLBORO RED 20'S,155
M COKE,09/06/2023 14:58,COKE MISMO,192
4808647210099,09/06/2023 14:59,CALUMET BAKING PWD 50G,90
48041812,09/06/2023 15:05,MIGHTY GREEN FLIPTOP,126
748485400136,09/06/2023 15:15,PLUS KING APPLE 250ml,93
748485900032,09/06/2023 15:15,FRESCA TUNA CALDERETA 175G,79.5
4800163443036,09/06/2023 15:15,LIGO SARDINES RED,49.5
4801958300107,09/06/2023 15:15,AJINOMOTO 11G,50
4807770273674,09/06/2023 15:15,PANCIT CANTON KALAMANSI,71.25
4902430884013,09/06/2023 15:15,TIDE GBLOOM POWDER BY 6+1,87
4902430708241,09/06/2023 15:16,ARIEL PASSION PWD PROMO 6+1,87
4800888151827,09/06/2023 15:16,SURF PWD KAL 57G BY6,39
014285002789,09/06/2023 15:16,UFC BANANA 100G,22
4800361419642,09/06/2023 15:16,MAGIC SARAP 16PCS,63
C18,09/06/2023 15:16,CURLS ASST 18,37
8934868125211,09/06/2023 15:17,SURF FABCON MAGIC BLOOM 25ML BY6,32
48041812,09/06/2023 15:18,MIGHTY GREEN FLIPTOP,252
965,09/06/2023 15:19,965,0
26,09/06/2023 15:22,26,104
4806506705212,09/06/2023 15:23,OLIVE BUBBLE GUM,23.5
48044295,09/06/2023 15:24,MARLBORO RED 20'S,155
BILOG,09/06/2023 15:29,BILOG RETAIL,57
10,09/06/2023 15:35,10,10
4902430698085,09/06/2023 15:49,PANTENE SHM HFALL 12ML BY12,87
RX8,09/06/2023 15:49,REXONA RETAIL 8,32
SC7,09/06/2023 15:49,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
4806500802528,09/06/2023 15:51,MAGIC PANTS XXL10,84
4806532371931,09/06/2023 15:52,ALL MIGHTY PWD GREEN 1KL,37.5
4806501708102,09/06/2023 15:52,CHAMPION PINK FABCON BY 6,30
748485100418,09/06/2023 15:53,CENTURY TUNA HOT &amp; SPICY 155G,35.5
10,09/06/2023 15:53,10,10
9,09/06/2023 15:54,9,18
748485400808,09/06/2023 15:55,ANGEL CONDENSADA 380G,49.5
4800024558268,09/06/2023 15:55,TODAYS MIXED FRUITS 8732G,86
4806516763639,09/06/2023 15:55,JERSEY ALL PURPOSE 250ML,59
222,09/06/2023 15:55,222,222
40329055,09/06/2023 15:57,CAMEL CIG,107
4800361393645,09/06/2023 15:57,NESCAFE CLASSIC 46g,41
4807770273674,09/06/2023 15:57,PANCIT CANTON KALAMANSI,28.5
4800361420730,09/06/2023 15:57,NESTLE COFFEE MATE 80G,60
4806527480082,09/06/2023 15:57,PERLA BAR BLUE 110G,31
4800888183804,09/06/2023 15:57,SURF PWD ROSE 75G BY6,39
4800888190987,09/06/2023 15:57,SURF BAR CHERRY BLOSSOM 360G,26
F17,09/06/2023 15:57,FABCON/ DISHWASHING ASST 17,34
4800092111822,09/06/2023 15:59,REBISCO CRACKERS,56
29,09/06/2023 16:06,29,29
4800166142325,09/06/2023 16:15,STICK O CHOCO JR,66
4800092115677,09/06/2023 16:25,REBISCO HONEY BUTTER CRACKERS,56
4800194131230,09/06/2023 16:25,POTATO FRIES 90g,23
50,09/06/2023 16:25,50,50
748485400136,09/06/2023 16:28,PLUS KING APPLE 250ml,186
4800888602732,09/06/2023 16:50,KNORR CUBE BEEF 10G BY 12,72
4809015790083,09/06/2023 16:53,BABY ANNE WIPES,35
4802288887047,09/06/2023 16:53,HAPPY DIAPER L 4,56
23,09/06/2023 16:56,23,23
4806502726822,09/06/2023 16:58,GARDENIA NEW BAKE 450G,54
4801668500262,09/06/2023 17:24,DATU PUTI SOY SAUCE 350ML,19.5
E8,09/06/2023 17:25,EGG RETAIL,96
65,09/06/2023 17:28,65,65
4806516761888,09/06/2023 17:33,JERSEY COND MILK 390G,84
4806516763639,09/06/2023 17:33,JERSEY ALL PURPOSE 250ML,59
4804888019552,09/06/2023 17:34,WASHED SUGAR 450G,40.5
2X10,09/06/2023 17:34,2X10 PLASTIC,12
8998666001726,09/06/2023 17:35,KOPIKO BLANCA TP,60
4801668500262,09/06/2023 17:35,DATU PUTI SOY SAUCE 350ML,19.5
6901009152391,09/06/2023 17:37,MALING CHICKEN 198G,65
4800130100016,09/06/2023 17:42,FRASCO,113
4800350108878,09/06/2023 17:58,POCARI SWEAT PET 900ML,76
35,09/06/2023 18:00,35,35
40329055,09/06/2023 18:11,CAMEL CIG,107
47,09/06/2023 18:12,47,47
4800047841712,09/06/2023 18:13,ZONROX COLORSAFE 450ML,76
4800047840029,09/06/2023 18:13,ZONROX ORIGINAL 500ML,46
4800888199133,09/06/2023 18:13,SURF PWD PURPLE 65G BY6,39
4800888157614,09/06/2023 18:13,SURF FABCON BFRESH BY 6,33
4800191112621,09/06/2023 18:14,TOPS BLUE BAR,26.5
4800010075526,09/06/2023 18:14,CREAM O VANILLA 10G,67
4804888019552,09/06/2023 18:14,WASHED SUGAR 450G,40.5
4800575140370,09/06/2023 18:15,ALASKA EVAPORADA 370ML,71
8X11,09/06/2023 18:15,8X11 PLASTIC,20
SM22,09/06/2023 18:15,KNORR SINIGANG  22G RETAIL,30
4809013526356,09/06/2023 18:15,MR HAT GULAMAN WHITE 25G,15
J18,09/06/2023 18:15,JUICE ASST LITRO,20
4800249989014,09/06/2023 18:15,CDO NATA WHT  12OZ,65
15,09/06/2023 18:15,15,15
4800361015165,09/06/2023 18:16,NESTL? Low Fat Milk 1L,104
4807770120770,09/06/2023 18:17,MONDE SUMO MINI COOKIES,57
4800888207234,09/06/2023 18:17,SUNSILK SMOOTH BY 12,70
4806515161504,09/06/2023 18:17,KERATIN PLUS BY 12,84
20,09/06/2023 18:17,20,20
4800523443201,09/06/2023 18:17,CHOCOCHUM 32G,14
4800523220116,09/06/2023 18:17,RICHEE,13
4800194152327,09/06/2023 18:17,PILLOWS UBE 38g,16
4800575144590,09/06/2023 18:18,ALASKA POWDER 300G,204
4800361379373,09/06/2023 18:19,BEAR BRAND Adult Plus 300g,149
4800016087585,09/06/2023 18:19,MAGIC CREAMS CONDENSADA 28G,52.5
50,09/06/2023 18:20,50,50
4800016603280,09/06/2023 18:20,POT CHIPS V-CUT ONION &amp; GARLIC 25gx80,48
4800361410816,09/06/2023 18:20,BEAR BRAND Powdered Milk Drink Swak by 8,132
731126102049,09/06/2023 18:20,NAGARAYA ADOBO 40G,11
731126101042,09/06/2023 18:20,NAGARAYA BUTTER 40G,11
4800194116466,09/06/2023 18:20,PILLOWS CHOCOLATE 38g,24
4800523441955,09/06/2023 18:20,LOADED CHOCO 32g,24
4806506318863,09/06/2023 18:21,SISTERS NET SIDE NIGHT 8,56
4800010075526,09/06/2023 18:21,CREAM O VANILLA 10G,67
4800888207234,09/06/2023 18:21,SUNSILK SMOOTH BY 12,70
4807770120213,09/06/2023 18:22,NISSIN WAFER CHOCOLATE 50S,53
14806534090004,09/06/2023 18:22,PLUS 50 CHOCO BOX,173
8998666001726,09/06/2023 18:23,KOPIKO BLANCA TP,120
4800024555496,09/06/2023 18:23,DM TOMATO SAUCE ORIGSTYLE 200G SUP,25
4805885171007,09/06/2023 18:23,RENO LIVER SMALL,28.5
748485700021,09/06/2023 18:25,555 TUNA AFRITADA 155G,28.5
8998666001726,09/06/2023 18:41,KOPIKO BLANCA TP,120
210,09/06/2023 18:42,210,210
4800016552113,09/06/2023 18:43,NISSIN MINI SEAFOOD 40GX48,22
4800134101026,09/06/2023 18:43,MASTER TOMATO 155g,23
O,09/06/2023 18:43,OIL RETAIL,24
K12,09/06/2023 18:43,KAPE/MILK/OTHER BEVERAGE,36
B5,09/06/2023 18:43,ASST BREAD RETAIL 5,5
4800016084065,09/06/2023 18:53,WAFRETS BRIX CHOCOLATE,60
750515017450,09/06/2023 18:53,FITA CRACKER,56
120,09/06/2023 18:56,120,120
4800818808654,09/06/2023 18:57,FROOTY RAINBOW POP,29.5
4800523223179,09/06/2023 18:57,PEEWEE BBQ 90G,24
4800194177863,09/06/2023 18:57,CRISPY PATATA 90G,22.5
4800194179898,09/06/2023 18:57,MARTYS SPICY 90G,21
65,09/06/2023 18:57,65,65
J18,09/06/2023 18:57,JUICE ASST LITRO,20
4808680221250,09/06/2023 19:07,KNORR  CREAM OF MUSHROOM 62G,56
4806011813044,09/06/2023 19:11,SUPER Q PALABOK,42
4800361416726,09/06/2023 19:11,NESCAFE CREAMY WHITE TWIN BY 10,60
4806533540077,09/06/2023 19:12,CANTON LARGE 400G,60
4802288886040,09/06/2023 19:12,HAPPY DIAPER M 4,25
4804888019545,09/06/2023 19:13,WASHED SUGAR 225G,101.25
4804888019569,09/06/2023 19:13,WASHED SUGAR 900G,81
8998666001702,09/06/2023 19:13,KOPIKO BLACK TP,114
J18,09/06/2023 19:15,JUICE ASST LITRO,60
4800888187840,09/06/2023 19:19,BREEZE PWD ACT 70G BY6,76
4806502727423,09/06/2023 19:19,GARDENIA NEW BAKE 560G,79
4800047841781,09/06/2023 19:19,ZONROX COLORSAFE 95ML,13
4800040352314,09/06/2023 19:20,CHOCOLATE MALLOWS 100g,34
4800016110535,09/06/2023 19:20,MANG JUAN PAOMBONG 26GX80,7.25
4800194104968,09/06/2023 19:20,OISHI PRAWN SPICY 26g LS,6.25
731126101042,09/06/2023 19:20,NAGARAYA BUTTER 40G,11
4804888019545,09/06/2023 19:20,WASHED SUGAR 225G,20.25
750515017450,09/06/2023 19:21,FITA CRACKER,56
4805885171007,09/06/2023 19:21,RENO LIVER SMALL,28.5
18,09/06/2023 19:22,18,18
