barcode,sales_date,product_description,quantity_sold
MDEW 8,12/12/2023 10:42,MOUNTAIN DEW  8OZ BY CASE,175
4806504710119,12/12/2023 10:43,MEGA TOMATO 155G,24.75
4800016556807,12/12/2023 10:43,PAYLESS XTRA BIG HOT CHILI 130X48,18.5
4800110026909,12/12/2023 10:44,HOMI TOYOMANSI,34.5
4800016553332,12/12/2023 10:44,PAYLESS BEEF 55gx72,7.5
8850007011132,12/12/2023 10:55,JB POWDER CLASSIC 100G,48
748485150079,12/12/2023 10:56,COCO MAMA GATA 200ML,66
4800194152884,12/12/2023 10:56,MARTYS PLAIN SALTED,6.5
4800194152891,12/12/2023 10:56,MARTYS SPICY 25g LS,6.5
4800194152907,12/12/2023 10:57,MARTYS PLAIN SALTED 25g LS,6.5
4800523220376,12/12/2023 10:57,PEEWEE PIZZA,6.5
4800194104951,12/12/2023 10:57,OISHI PRAWN CRACKER SWEET 26g LS,6.5
4800523220079,12/12/2023 10:57,CHEEZ IT 25g,6.5
4806018407451,12/12/2023 10:57,INIPIT UBE KESO,55
4805358246010,12/12/2023 11:05,DARI CREME CLASSIC 100G,39
4806502720417,12/12/2023 11:05,GARDENIA CLASSIC 400G,58.5
4806507622846,12/12/2023 11:20,CHOCO FUN CUP,25
4806506704505,12/12/2023 11:20,STARCUP 24'S,23
4800888151841,12/12/2023 11:20,SURF PWD S.FRESH 65G BY 6,39
4902430873710,12/12/2023 11:20,DOWNY KONTRA KULOB  BY 6,48
CANDY JAR,12/12/2023 12:25,CANDY JAR ASST 120,120
4902430945554,12/12/2023 12:25,SAFEGUARD WHITE 60G BY6,118
8850006536056,12/12/2023 12:25,GARD SHAMPOO MOISTURE BY12,62
8,12/12/2023 12:32,8,24
LB,12/12/2023 12:36,LAMBANOG 6L (palitan ng galon),290
40329055,12/12/2023 12:56,CAMEL CIG,107
748485700021,12/12/2023 13:01,555 TUNA AFRITADA 155G,28.5
10,12/12/2023 13:12,10,10
4800317500011,12/12/2023 13:24,WHITE RABBIT 50S,45
SC6,12/12/2023 13:31,SHAMPOO/CONDITIONER RETAIL ASST,6.5
c7,12/12/2023 13:31,CURLS ASST JNJ 7.5 PESOS,7.5
K10,12/12/2023 13:32,KAPE/MILK/OTHER BEVERAGE,10
C6,12/12/2023 13:32,CURLS ASST 6.50,6.5
4800010781076,12/12/2023 13:48,CLOUD 9 BOX 12,180
1,12/12/2023 13:53,1,1
4800818808654,12/12/2023 13:54,FROOTY RAINBOW POP,29.5
4806507620118,12/12/2023 13:54,MOSY MOSY,25
28,12/12/2023 16:10,28,28
4800361410892,12/12/2023 16:11,BEAR BRAND Powdered Milk Drink 300g,120
748485100401,12/12/2023 16:11,CENTURY TUNA FLAKES 155G,70
4804888019521,12/12/2023 16:15,WHITE SUGAR 450G,152
5,12/12/2023 16:21,5,5
48041812,12/12/2023 16:27,MIGHTY GREEN FLIPTOP,126
4800888206084,12/12/2023 16:32,CREAMSILK KERATIN SHINE 1OML by12,80
BS21,12/12/2023 16:32,BODY SOAP ASST 21,42
4800888169693,12/12/2023 16:32,SUNSILK DAMAGE 13ML BY12,70
O,12/12/2023 16:35,OIL RETAIL,23
4804888019576,12/12/2023 16:35,BROWN SUGAR 225G,17.5
4800194177863,12/12/2023 16:41,CRISPY PATATA 90G,23
897399001028,12/12/2023 16:41,RIBBED CRACKLING 100G,23
4800010075564,12/12/2023 16:41,CREAM O CHOCO FUDGE  10G,68
4809016064008,12/12/2023 16:41,TONIO'S PORK SISIG 250G,178
4800888206565,12/12/2023 16:41,DOVE SERUM  REPAIR BY 12,164
4800888157614,12/12/2023 16:41,SURF FABCON BFRESH BY 6,66
4800888183804,12/12/2023 16:41,SURF PWD ROSE 75G BY6,78
4800029831045,12/12/2023 16:43,FLOWER MALLOWS,35
1,12/12/2023 16:48,1,1
1,12/12/2023 16:49,1,1
4800092661204,12/12/2023 16:50,KRIMSTIX COOKIES &amp; CREAM REFILL,27
4800194107822,12/12/2023 16:50,OPUFF CHOCO PACK,24.5
4800888199126,12/12/2023 16:50,SURF  BAR PURPLE BLOOMS,26
BS18,12/12/2023 16:50,BODY SOAP ASST,20
8,12/12/2023 16:50,8,24
4800034601664,12/12/2023 16:50,HAPEE TOOTH PASTE 30G BY 12,0
125,12/12/2023 16:58,125,125
4806525942421,12/12/2023 17:01,BREAD CRUMBS HAPPY 1KG,120
4806525944517,12/12/2023 17:01,CHEESE POWDER,40
4800361388252,12/12/2023 17:03,NESCAFE CLASSIC Sticks 2gx12,112
48044295,12/12/2023 17:03,MARLBORO RED 20'S,155
40329055,12/12/2023 17:03,CAMEL CIG,107
295,12/12/2023 17:04,295,0
110,12/12/2023 17:04,110,110
6,12/12/2023 17:04,6,6
4800888189806,12/12/2023 17:07,SURF PWD CHERRY 75G BY6,39
4800888212917,12/12/2023 17:07,DOVE STRAIGHT PINK SH 12ML BY12,32
4806506319549,12/12/2023 17:19,GENERIC LAMPEIN S15,79
K17,12/12/2023 17:20,KAPE/MILK/OTHER BEVERAGE,102
K3,12/12/2023 17:23,KAPE/MILK/OTHER BEVERAGE,24
4800016555985,12/12/2023 17:24,PAYLESS  XTRA BIG KALAMANSI 130X48,37
4800016556517,12/12/2023 17:24,Payless PCanton X-BIG Chilimansi 130x48,18.5
4032900145211,12/12/2023 17:29,MIGHTY BLACK,126
268,12/12/2023 17:32,268,268
4807770270024,12/12/2023 17:33,LUCKY ME CHICKEN 55G,43.75
4804888019538,12/12/2023 17:33,WHITE SUGAR 950G,76
4800045310173,12/12/2023 17:35,SMART PASTE LEMON 200G,0
4800016078545,12/12/2023 17:43,CREAM O DELUXE,67.5
48044301,12/12/2023 17:44,MARLBORO LIGHTS,155
4800130100023,12/12/2023 17:45,ROUND,171
014285002789,12/12/2023 17:46,UFC BANANA 100G,55
4800014701049,12/12/2023 17:51,ABSOLUTE 8L,90
4806501708508,12/12/2023 17:54,CHAMPION FABCON INF BY 6,30
4806501709307,12/12/2023 17:54,CALLA S FRESH PWD 45G BY 6,72
15,12/12/2023 17:55,15,30
8,12/12/2023 18:04,8,40
4806502720615,12/12/2023 18:04,GARDENIA CLASSIC 600g,85
25,12/12/2023 18:15,25,25
28,12/12/2023 18:15,28,28
8,12/12/2023 18:16,8,16
4806504710119,12/12/2023 18:16,MEGA TOMATO 155G,24.75
748485801728,12/12/2023 18:16,LUCKY 7 CARNE NORTE 150G,44
10,12/12/2023 18:17,10,10
48041812,12/12/2023 18:21,MIGHTY GREEN FLIPTOP,126
750515018501,12/12/2023 18:21,SKYFLAKES PLAIN 10s,58.5
4809010524034,12/12/2023 18:22,SUGO PLAIN 100G,33
4800092331268,12/12/2023 18:22,HIHO CRACKER NUTS,19
4800194107716,12/12/2023 18:22,OPUFF MANGO PACK,24.5
4800818809361,12/12/2023 18:22,FRUTOS MINI BITS SOUR,20
28,12/12/2023 18:23,28,28
4806502720301,12/12/2023 18:23,GARDENIA FIBER WHEAT 600G,93
098426801707,12/12/2023 18:23,EL HOMBRE GOLD,330
48041812,12/12/2023 18:24,MIGHTY GREEN FLIPTOP,126
48044295,12/12/2023 18:24,MARLBORO RED 20'S,155
4800092661167,12/12/2023 18:25,CHOCO MUCHO COOKIES &CREAM BOX 30G,75
4806525942094,12/12/2023 18:25,TP RED ICE TEA 500G,132
4902430698085,12/12/2023 18:30,PANTENE SHM HFALL 12ML BY12,43.5
8998666001719,12/12/2023 18:31,KOPIKO BROWN TP,127.6
4809014128399,12/12/2023 18:31,KOJIESAN 45G,24
BS21,12/12/2023 18:31,BODY SOAP ASST 21,21
4806506318863,12/12/2023 18:34,SISTERS NET SIDE NIGHT 8,56
4800163443036,12/12/2023 18:34,LIGO SARDINES RED,24.75
K9,12/12/2023 18:34,KAPE/MILK/OTHER BEVERAGE,9
K12,12/12/2023 18:35,KAPE/MILK/OTHER BEVERAGE,24
4800016553325,12/12/2023 18:38,PAYLESS CHICKEN 55gx72,22.5
4804888019545,12/12/2023 18:38,WASHED SUGAR 225G,37.5
8993175555746,12/12/2023 18:49,RICHOCO 39G,11
4802288813121,12/12/2023 18:49,HAPPY PANTS L12,96
8,13/12/2023 07:08,8,16
4808647210099,13/12/2023 07:08,CALUMET BAKING PWD 50G,36
748485401225,13/12/2023 07:08,ANGEL KREMDENSADA 380g,62
4806516762632,13/12/2023 07:08,JERSEY UBE 390G,54
4806506318917,13/12/2023 07:40,SISTER PANTYLINER 20S,20
K12,13/12/2023 07:40,KAPE/MILK/OTHER BEVERAGE,12
4800016556517,13/12/2023 07:40,Payless PCanton X-BIG Chilimansi 130x48,18.5
16,13/12/2023 07:40,16,16
4800249006599,13/12/2023 07:44,SAN MARINO CORNED TUNA RED 100G,61
4800361410816,13/12/2023 07:44,BEAR BRAND Powdered Milk Drink Swak by 8,88
4800361413480,13/12/2023 07:44,MILO 24G BY 12,53
48041812,13/12/2023 07:44,MIGHTY GREEN FLIPTOP,126
KASALO COKE,13/12/2023 07:50,KASALO  COKE CASE,275
748485400143,13/12/2023 07:51,PLUS KING ORANGE 250ml,92
4801668300039,13/12/2023 08:07,JUFRAN SWEET CS 350G,52
014285000068,13/12/2023 08:07,UFC BANANA 320G,27.5
48044295,13/12/2023 08:21,MARLBORO RED 20'S,155
48043717,13/12/2023 08:21,FORTUNE WHITE,126
M COKE,13/12/2023 08:21,COKE MISMO,195
4800818808654,13/12/2023 08:24,FROOTY RAINBOW POP,29.5
4800888216564,13/12/2023 08:51,BEST FOOD WONDER MAYO 220ML,45
4804888019569,13/12/2023 08:51,WASHED SUGAR 900G,70
4800361393645,13/12/2023 08:51,NESCAFE CLASSIC 46g,41
K13,13/12/2023 08:52,KAPE/MILK/OTHER BEVERAGE,13
8998666001719,13/12/2023 08:52,KOPIKO BROWN TP,58
748485400136,13/12/2023 08:58,PLUS KING APPLE 250ml,184
4805358206045,13/12/2023 09:13,BUTTERCUP SALTED 200G,48
4808647020094,13/12/2023 09:13,EDEN PLAIN 165G,57
4800361375146,13/12/2023 09:13,NESCAFE DE CAF 20G,25
48040990,13/12/2023 09:40,NIC Mango 24x100ml,29
4800103343440,13/12/2023 10:21,JUDGE STICKS CHERRY 50+5,40
10,13/12/2023 10:21,10,20
4809015790632,13/12/2023 10:24,BABY ANNE PANTS LARGE 30,190
28,13/12/2023 10:26,28,28
LIPA,13/12/2023 11:06,LIPA PABORITA BY 10,120
4806502720615,13/12/2023 11:06,GARDENIA CLASSIC 600g,85
15,13/12/2023 11:18,15,15
4800040211246,13/12/2023 11:25,FLAT TOPS 100pcs,162
M COKE,13/12/2023 11:27,COKE MISMO,195
60,13/12/2023 11:43,60,60
10,13/12/2023 11:43,10,10
4800194107822,13/12/2023 11:48,OPUFF CHOCO PACK,24.5
25,13/12/2023 11:50,25,50
1,13/12/2023 11:50,1,1
4806500802429,13/12/2023 12:08,MAGIC PANTS XL10,78
4800361381086,13/12/2023 12:09,BEAR BRAND Powdered Milk Drink 135g,50
5,13/12/2023 12:30,5,5
4808887010077,13/12/2023 12:38,PUREFOODS CORNED BEEF 150G,73
4800194104869,13/12/2023 12:38,CRISPY PATATA 25g LS,6.5
4800194152679,13/12/2023 12:38,SPONGE CHOCO 30g,8.5
4806506706431,13/12/2023 12:38,SOFEE JELLY STICK PUDDING,22
12,13/12/2023 12:38,12,12
J18,13/12/2023 12:38,JUICE ASST LITRO,20
4800194152327,13/12/2023 12:39,PILLOWS UBE 38g,8.5
4800092332043,13/12/2023 12:39,HAPPY SWEET CHILI 100G,27.5
4800092330490,13/12/2023 12:39,DRAGON SID,19
4800016082962,13/12/2023 12:39,Magic Chips Cheese 30gx100,7.5
65,13/12/2023 12:39,65,65
4800092118784,13/12/2023 12:50,HANSEL MILKY STRAWBERRY,57
35,13/12/2023 13:01,35,0
49,13/12/2023 13:01,49,49
15,13/12/2023 13:01,15,15
11,13/12/2023 14:07,11,0
9,13/12/2023 14:07,9,9
4806507867315,13/12/2023 14:10,XPLOD POPPING CANDY,22
4806506703614,13/12/2023 14:10,STAR JELLY,23
ROYAL 8,13/12/2023 14:11,ROYAL 8OZ BY CASE BOTE,180
5,13/12/2023 15:08,5,10
4806513742156,13/12/2023 15:10,SANMIG COFFEE ORIG SUGARFREE 20S,134
M ROYAL,13/12/2023 15:16,ROYAL MISMO,195
28,13/12/2023 15:22,28,28
4800361424660,13/12/2023 16:03,MAGGI MAGIC SARAP 8G 17+1,68
40329086,13/12/2023 16:11,CAMEL BLUE,107
K13,13/12/2023 16:13,KAPE/MILK/OTHER BEVERAGE,130
SC7,13/12/2023 16:13,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
P7,13/12/2023 16:13,POWDER ASST RETAIL 7,28
4801668602225,13/12/2023 16:13,DATU PUTI VINEGAR 100ML,13
4801668602218,13/12/2023 16:13,DATU PUTI SOY SAUCE 100ML,15
120,13/12/2023 16:15,120,240
J18,13/12/2023 16:15,JUICE ASST LITRO,40
29,13/12/2023 16:15,29,29
4806502359433,13/12/2023 16:16,FEMME BATHROOM,110
LIPA,13/12/2023 16:16,LIPA PABORITA BY 10,60
4807770273674,13/12/2023 16:20,PANCIT CANTON KALAMANSI,14.25
4807770273698,13/12/2023 16:20,PANCIT CANTON CHILIMANSI,14.25
4806500802214,13/12/2023 16:20,MAGIC PANTS M4,24.5
4800361381086,13/12/2023 16:20,BEAR BRAND Powdered Milk Drink 135g,50
K13,13/12/2023 16:20,KAPE/MILK/OTHER BEVERAGE,13
4800092110047,13/12/2023 16:20,STRAWBERRY SANDWICH,51
4800092550911,13/12/2023 16:20,FUDGEE BARR CHOCO,70.5
4806506315015,13/12/2023 16:53,GRAN ADULT DIAPER M8,185
48044172,13/12/2023 16:55,Chester Field,107
4806500807325,13/12/2023 16:56,MAGIC DRI CLOTH L10,75
4806506703768,13/12/2023 16:56,GOLD COINS PACK,39
748485100401,13/12/2023 17:02,CENTURY TUNA FLAKES 155G,35
4800194116169,13/12/2023 17:03,SPICY SEAFOOD CURLS,13
4800575425026,13/12/2023 17:03,KREMTOP COFFEE CREAMER 170G,48
4806505854539,13/12/2023 17:03,CHICK BOY BBQ 25G,18
748485800035,13/12/2023 17:03,ARGENTINA C.BEEF 260G,55.5
4800092112782,13/12/2023 17:03,COMBI TRIPLE CHOCO 30G,57.5
4804888019583,13/12/2023 17:03,BROWN SUGAR 450G,34
8993175540438,13/12/2023 17:03,RICHOCO WHITE 50g,22
4807770273698,13/12/2023 17:03,PANCIT CANTON CHILIMANSI,42.75
4806502720417,13/12/2023 17:09,GARDENIA CLASSIC 400G,58.5
4806513742156,13/12/2023 17:09,SANMIG COFFEE ORIG SUGARFREE 20S,134
4809010657435,13/12/2023 17:10,MY EVERYDAY PAPER PLATE,105
748485401515,13/12/2023 17:11,BIRCHTREE FORTIFIED MILK 700G,225
4800888136688,13/12/2023 17:11,SURF BAR BLOSSOM FRESH 360G,26
4801234134426,13/12/2023 17:11,BAYGON  KATOL 12S,22
65,13/12/2023 17:11,65,65
4800194104777,13/12/2023 17:12,POTATO FRIES CHEESE 21g LS,13
4804888019590,13/12/2023 17:12,BROWN SUGAR 900G,68
4806507620538,13/12/2023 17:12,FUNNY ICE POP,14
4800575144590,13/12/2023 17:14,ALASKA POWDER 300G,102
125,13/12/2023 17:16,125,250
J18,13/12/2023 17:16,JUICE ASST LITRO,40
48044318,13/12/2023 17:27,MARLBORO CRAFTED RED,126
4800377100169,13/12/2023 17:46,ESPERMA NO 3,53
4807770122170,13/12/2023 17:47,NISSIN BUTTER COCONUT,58
LIPA,13/12/2023 17:47,LIPA PABORITA BY 10,60
BS21,13/12/2023 17:47,BODY SOAP ASST 21,63
4800361393645,13/12/2023 17:47,NESCAFE CLASSIC 46g,41
54,13/12/2023 17:47,54,54
TP9,13/12/2023 17:47,TOOTHPASTE RETAIL 9,36
4800888209566,13/12/2023 17:47,CREAMSILK COLOR REVIVE 10ML BY12,40
4804888019552,13/12/2023 17:47,WASHED SUGAR 450G,35
4800016022265,13/12/2023 17:48,GT 3IN1 WHITE TWIN PACK 50gX10X24,119
SC7,13/12/2023 17:48,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
K13,13/12/2023 17:48,KAPE/MILK/OTHER BEVERAGE,13
4807770272097,13/12/2023 17:48,LUCKY ME SPICY BEEF,19
40329055,13/12/2023 17:49,CAMEL CIG,107
4806515161511,13/12/2023 17:53,KERATIN PLUS GOLD SOLD BY 12,84
84,13/12/2023 17:53,84,84
4808680651019,13/12/2023 17:58,LADYS CHOICE SANDWICH SPREAD HAM 80ML,35
4806510788942,13/12/2023 18:20,PRITONG BANGUS WITH SUKA,60
4806502359433,13/12/2023 18:20,FEMME BATHROOM,110
4800194107822,13/12/2023 18:21,OPUFF CHOCO PACK,49
4800818809651,13/12/2023 18:21,MONAMI STRAWBERRY,36
4800818808302,13/12/2023 18:21,FRUTOS SOFT CHEW 50S,34.5
4800047841705,13/12/2023 18:45,ZONROX COLORSAFE 900ML,66
4800361314053,13/12/2023 18:46,BEAR BRAND Junior 420g,190
4802288813244,13/12/2023 18:46,HAPPY PANTS L24,192
B10,13/12/2023 18:52,ASST BREAD 10S,50
B10,13/12/2023 18:52,ASST BREAD 10S,50
B10,13/12/2023 18:52,ASST BREAD 10S,50
4800153151248,13/12/2023 18:54,BONAMIL 350G,238
15,13/12/2023 18:57,15,30
4806507662934,13/12/2023 19:01,SPOON PLASTIC,16
4809010657435,13/12/2023 19:01,MY EVERYDAY PAPER PLATE,35
4809011168053,13/12/2023 19:07,BOSTON PAMINTA DUROG,86
125,13/12/2023 19:09,125,125
12,13/12/2023 19:09,12,12
6,13/12/2023 19:09,6,6
8993175551069,13/12/2023 19:09,PINK LAVA 50G,11
4800194107716,13/12/2023 19:14,OPUFF MANGO PACK,24.5
4800092556586,13/12/2023 19:14,CRISS CROSS 65G,22
60,13/12/2023 19:14,60,60
4806507621238,14/12/2023 07:43,FRUTONE,23
4806500802511,14/12/2023 07:43,MAGIC PANTS XXL4,31
748485401591,14/12/2023 07:43,BIRCHTREE FORTIFIED 150G,49.5
4801288820153,14/12/2023 07:44,HAPPY COTTON 10G,5.25
4809011168053,14/12/2023 07:48,BOSTON PAMINTA DUROG,43
4800016556517,14/12/2023 07:48,Payless PCanton X-BIG Chilimansi 130x48,37
4806525660356,14/12/2023 07:49,RELISH VERMICELLI 40G 500S,30
48044318,14/12/2023 07:55,MARLBORO CRAFTED RED,126
ST300,14/12/2023 08:01,STING TRAW 300ML PET BOTTLE,185
4801958390108,14/12/2023 08:02,CRISPY FRY ORIG 62g,35
4808887010015,14/12/2023 08:02,PUREFOODS CORNED BEEF 210G,103
4806504710126,14/12/2023 08:06,MEGA CHILI RED 155G,50
K9,14/12/2023 08:06,KAPE/MILK/OTHER BEVERAGE,36
4800888139283,14/12/2023 08:06,CREAMSILK HAIR FALL 11ML BY12,37
8850006493045,14/12/2023 08:06,PALMOLIVE SILKY STRAIGHT V BY12,33
4807770273674,14/12/2023 09:31,PANCIT CANTON KALAMANSI,42.75
4807770270024,14/12/2023 09:31,LUCKY ME CHICKEN 55G,26.25
4807770273698,14/12/2023 09:31,PANCIT CANTON CHILIMANSI,71.25
4800888139283,14/12/2023 09:32,CREAMSILK HAIR FALL 11ML BY12,37
4800194107716,14/12/2023 09:39,OPUFF MANGO PACK,24.5
4800194107822,14/12/2023 09:39,OPUFF CHOCO PACK,24.5
30,14/12/2023 09:46,30,30
4800016306013,14/12/2023 09:51,MAXX HONEY LEMON 50S,40
4800818808302,14/12/2023 09:51,FRUTOS SOFT CHEW 50S,34.5
4800818808654,14/12/2023 09:51,FROOTY RAINBOW POP,29.5
4800818808906,14/12/2023 09:51,POTCHI STRAWBERRY 50S,36
4804888589505,14/12/2023 09:51,HANY SP,39
4800214061271,14/12/2023 09:51,MENTOS PLAIN 50PCS,0
K12,14/12/2023 10:18,KAPE/MILK/OTHER BEVERAGE,84
48044295,14/12/2023 10:47,MARLBORO RED 20'S,155
4809011004016,14/12/2023 10:47,JOLY ICE CANDY BOX,70
KASALO COKE,14/12/2023 10:49,KASALO  COKE CASE,275
COKE 8,14/12/2023 10:50,COKE 8OZ BY CASE BOTE,360
7,14/12/2023 10:50,7,161
4802288814128,14/12/2023 10:52,HAPPY PANTS XL 12,105
750515017450,14/12/2023 10:52,FITA CRACKER,56
054028367911,14/12/2023 11:30,YAKULT PACK,100
4800016635526,14/12/2023 11:38,PIATTOS SALTED POTATO NEW GRAM,16
4809015790717,14/12/2023 11:56,BABY ANNE PANTS XL 30,210
13,14/12/2023 12:10,13,13
8886467100260,14/12/2023 12:10,PRINGLES ORIGINAL 42G,45
4809010300454,14/12/2023 12:12,FRUIT JELLY STRAWBERRY,59
165,14/12/2023 12:14,165,165
J18,14/12/2023 12:14,JUICE ASST LITRO,100
48044295,14/12/2023 12:19,MARLBORO RED 20'S,155
4806506318856,14/12/2023 13:32,SISTERS SILK FLOSS NIGHT 8,25
4806506318863,14/12/2023 13:32,SISTERS NET SIDE NIGHT 8,28
STRAW,14/12/2023 14:26,STRAW SOFTDRINKS,18
C22,14/12/2023 14:27,CURLS NEW PRICE 22,44
C18,14/12/2023 14:27,CURLS ASST 18,18.5
4800016476099,14/12/2023 14:27,X.O CHOCO SHAKE CANDY 50G,40
4800194177863,14/12/2023 14:30,CRISPY PATATA 90G,23
48044295,14/12/2023 14:32,MARLBORO RED 20'S,155
9557727929219,14/12/2023 14:32,DOREEN CONDENSADA 1KG,118
4807770121333,14/12/2023 14:34,MONDE MAMON CLASSIC 40G,93
SC7,14/12/2023 14:34,SHAMPOO/CONDITIONER 7 ASST RETAIL,21
SC6,14/12/2023 14:34,SHAMPOO/CONDITIONER RETAIL ASST,19.5
8998866616058,14/12/2023 14:38,WINGS  PWD SAKURA BY 6,72
8998666001726,14/12/2023 14:38,KOPIKO BLANCA TP,120
NATURE350,14/12/2023 14:40,NATURE FRESH WATER 350ML X24,435
4806502720011,14/12/2023 15:24,GARDENIA TOASTIES POLYBAG,68
4800092552090,14/12/2023 15:26,FUDGEE BARR COMBO,70.5
C18,14/12/2023 15:26,CURLS ASST 18,18.5
4800818809521,14/12/2023 15:27,POTCHI TIE,21
3,14/12/2023 15:27,3,6
4800092660191,14/12/2023 15:27,TIGERSTIX CHOCO,58
748485401515,14/12/2023 15:27,BIRCHTREE FORTIFIED MILK 700G,225
10,14/12/2023 15:34,10,10
48044165,14/12/2023 15:39,CHESTERFIELD ORIGINAL RED,107
10,14/12/2023 15:58,10,10
125,14/12/2023 16:00,125,375
4800092330490,14/12/2023 16:00,DRAGON SID,57
12,14/12/2023 16:04,12,24
50,14/12/2023 16:04,50,50
C22,14/12/2023 16:05,CURLS NEW PRICE 22,110
C18,14/12/2023 16:05,CURLS ASST 18,18.5
C22,14/12/2023 16:06,CURLS NEW PRICE 22,44
4800166142288,14/12/2023 16:07,STICK O CHOCO BIG,264
B25,14/12/2023 16:08,ASST BREAD 25S,120
750515018488,14/12/2023 16:08,SKYFLAKES PLAIN 24,131
4800166142288,14/12/2023 16:09,STICK O CHOCO BIG,132
4804888019552,14/12/2023 16:09,WASHED SUGAR 450G,70
4800103341835,14/12/2023 16:09,CHUBBY CHOCO,41
4804888019545,14/12/2023 16:09,WASHED SUGAR 225G,280
54,14/12/2023 16:09,54,54
4800016306013,14/12/2023 16:09,MAXX HONEY LEMON 50S,80
4800016303081,14/12/2023 16:09,MAXX DALANDAN ORANGE 50G,40
4800361393096,14/12/2023 16:09,NESCAFE Creamy White  single by 10,85
E30,14/12/2023 16:09,EGG 1 TRAY,470
4805358373037,14/12/2023 16:22,MAGNOLIA DAILY QUEZO 165G,0
4800575140370,14/12/2023 16:22,ALASKA EVAPORADA 370ML,0
4805885171007,14/12/2023 16:22,RENO LIVER SMALL,0
4800818808654,14/12/2023 16:23,FROOTY RAINBOW POP,0
4800110069227,14/12/2023 16:23,FIESTA SWEET COMBO,0
48036214,14/12/2023 16:23,STAR MARGARINE 100G,0
4806020400181,14/12/2023 16:23,SELECT SOY SAUCE 350ML,0
014285000068,14/12/2023 16:23,UFC BANANA 320G,0
4800166142547,14/12/2023 16:23,STICK O UBE JR,132
4800047840036,14/12/2023 16:24,ZONROX ORIGINAL 250ML,33.5
4800045310272,14/12/2023 16:25,SMART PASTE KAL 400G,42
4902430191821,14/12/2023 16:25,ARIEL DET BAR  130G,15
4902430431156,14/12/2023 16:25,TIDE NATURE FRESH 125G,14
4800888136671,14/12/2023 16:25,SURF BAR BLOSSOM FRESH 120G,22
4800361344937,14/12/2023 16:25,TWINPOPS Choco 32x75ml,23
48044301,14/12/2023 16:25,MARLBORO LIGHTS,155
48044295,14/12/2023 16:25,MARLBORO RED 20'S,155
48043717,14/12/2023 16:25,FORTUNE WHITE,126
40329055,14/12/2023 16:26,CAMEL CIG,321
4800888190987,14/12/2023 16:33,SURF BAR CHERRY BLOSSOM 360G,26
4805358245051,14/12/2023 16:33,STAR MARGARINE 250G,76
7622210340191,14/12/2023 16:40,EDEN MAYO SUP 220ML,95
48044172,14/12/2023 16:46,Chester Field,107
M COKE,14/12/2023 16:47,COKE MISMO,195
125,14/12/2023 16:47,125,125
4800158987033,14/12/2023 16:49,HEKKAIDO MACKEREL 155G,34
48043717,14/12/2023 16:51,FORTUNE WHITE,126
6910019017118,14/12/2023 17:12,FASCLEAN DET W/ FABCON 1KG,85
8851717040016,14/12/2023 17:12,DUTCHMILL STRAW 180ML,84
4902430222891,14/12/2023 17:12,SAFEGUARD WHITE 175G,68
4800888212917,14/12/2023 17:12,DOVE STRAIGHT PINK SH 12ML BY12,64
4800888147288,14/12/2023 17:12,CLOSE UP RED HOT 20G BY 6,48
8934868125211,14/12/2023 17:12,SURF FABCON MAGIC BLOOM 25ML BY6,32
RX8,14/12/2023 17:13,REXONA RETAIL 8,40
48039406,14/12/2023 17:13,MARVELS RED,126
8993175540438,14/12/2023 17:51,RICHOCO WHITE 50g,33
4806506706226,14/12/2023 18:06,STARCUP STRAW,28
4806507620118,14/12/2023 18:06,MOSY MOSY,25
BROWN,14/12/2023 18:06,BROWN 225G,17
4804888019545,14/12/2023 18:07,WASHED SUGAR 225G,140
40329055,14/12/2023 18:11,CAMEL CIG,214
48044172,14/12/2023 18:11,Chester Field,107
48044172,14/12/2023 18:12,Chester Field,107
8998666001726,14/12/2023 18:15,KOPIKO BLANCA TP,120
4807770270024,14/12/2023 18:18,LUCKY ME CHICKEN 55G,52.5
4800092112782,14/12/2023 18:18,COMBI TRIPLE CHOCO 30G,57.5
4807770273698,14/12/2023 18:18,PANCIT CANTON CHILIMANSI,42.75
4807770273674,14/12/2023 18:18,PANCIT CANTON KALAMANSI,42.75
4800016022265,14/12/2023 18:18,GT 3IN1 WHITE TWIN PACK 50gX10X24,59.5
4806507621252,14/12/2023 18:18,FANCY MILK,24
16,14/12/2023 18:44,16,32
40329055,14/12/2023 18:51,CAMEL CIG,107
48044165,14/12/2023 18:52,CHESTERFIELD ORIGINAL RED,214
P7,14/12/2023 18:53,POWDER ASST RETAIL 7,28
4806500802313,14/12/2023 19:03,MAGIC PANTS L4,26
4800016560910,14/12/2023 19:04,NISSIN RAMEN SPICY SEAFOOD 59GX72,42
E8,14/12/2023 19:05,EGG RETAIL,16
48044295,14/12/2023 19:05,MARLBORO RED 20'S,155
K13,14/12/2023 19:06,KAPE/MILK/OTHER BEVERAGE,26
K9,14/12/2023 19:07,KAPE/MILK/OTHER BEVERAGE,36
SC7,14/12/2023 19:07,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
48043717,14/12/2023 19:07,FORTUNE WHITE,126
65,14/12/2023 19:07,65,65
90,15/12/2023 07:48,90,90
40,15/12/2023 07:58,40,80
45,15/12/2023 07:58,45,0
50,15/12/2023 07:58,50,100
